CORE_PRODUCT_ID,AVAILABILITY_PK,ALTERNATE_ID_TYPE_1,ALTERNATE_ID_VALUE_1,ALTERNATE_ID_TYPE_2,ALTERNATE_ID_VALUE_2,TITLE,COPYRIGHT_HOLDER,AIELIGIBILITY_SET,PRODUCT_TYPE,COPYRIGHT_HOLDER_DISPLAY_NAME
4069AV,4069AV-VIF-ENG,KAL,1_wqug524y,,,Educate Your Teams,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4070AV,4070AV-VIF-ENG,KAL,1_vwvl6spx,,,Language Policies,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4071AV,4071AV-VIF-ENG,KAL,1_5224h3ua,,,Face to Face Contact,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4073AV,4073AV-VIF-ENG,KAL,1_ip440r6x,,,Collaborative Goals,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4074AV,4074AV-VIF-ENG,KAL,1_ymclugia,,,The Art of Stretch Targets,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4075AV,4075AV-VIF-ENG,KAL,1_esnw1dk4,,,Hiring A Top Team,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4076AV,4076AV-VIF-ENG,KAL,1_2j9dh9yu,,,Uncovering Passion,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4077AV,4077AV-VIF-ENG,KAL,1_l3aimdyf,,,The Right Stuff,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4078AV,4078AV-VIF-ENG,KAL,1_v5lcsepi,,,Position for Future Markets,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4079AV,4079AV-VIF-ENG,KAL,1_6atw0ujk,,,You Can't Go It Alone,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4080AV,4080AV-VIF-ENG,KAL,1_o8rdwl62,,,The Innovation Value Chain,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4081AV,4081AV-VIF-ENG,KAL,1_u2n2v8sg,,,Harnessing Creativity,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4082AV,4082AV-VIF-ENG,KAL,1_elp5anxd,,,Distributed Innovation,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4083AV,4083AV-VIF-ENG,KAL,1_amxnobzj,,,Revolutionary Ideas,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4084AV,4084AV-VIF-ENG,KAL,1_haaxi5yo,,,The Right Kinds of Failure,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4085AV,4085AV-VIF-ENG,KAL,1_gclret4s,,,Use Diplomacy in Dismissing Employees,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4086AV,4086AV-VIF-ENG,KAL,1_lv86l6wv,,,Communication is Key,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4087AV,4087AV-VIF-ENG,KAL,1_utbzdae3,,,Meet Face to Face,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4088AV,4088AV-VIF-ENG,KAL,1_ngmnl1ku,,,Everyone is a Leader,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4090AV,4090AV-VIF-ENG,KAL,1_xwm6ivvs,,,Give People Credit,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4091AV,4091AV-VIF-ENG,KAL,1_f98zg7yw,,,Leading on a Grand Scale,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4092AV,4092AV-VIF-ENG,KAL,1_p85h6wyx,,,"Work With, Not For, Your Boss",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4093AV,4093AV-VIF-ENG,KAL,1_bwh52us3,,,Boss Management 101,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4094AV,4094AV-VIF-ENG,KAL,1_5ze72csn,,,Mad Dog,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4095AV,4095AV-VIF-ENG,KAL,1_wm5eursu,,,When to Speak Up,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4096AV,4096AV-VIF-ENG,KAL,1_g15ebppv,,,Transforming Your Brand,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4097AV,4097AV-VIF-ENG,KAL,1_fvo9utu6,,,Be Authentic,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4098AV,4098AV-VIF-ENG,KAL,1_ipbm43is,,,Exemplary Service,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4099AV,4099AV-VIF-ENG,KAL,1_vdkmdhbk,,,Customer Input,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4100AV,4100AV-VIF-ENG,KAL,1_93leu458,,,Action Items,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4101AV,4101AV-VIF-ENG,KAL,1_4f54j9kr,,,Show Off Your People,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4102AV,4102AV-VIF-ENG,KAL,1_sjqb6yds,,,The Meeting Climate,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4103AV,4103AV-VIF-ENG,KAL,1_y09qtwqi,,,Explore Underlying Needs,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4104AV,4104AV-VIF-ENG,KAL,1_tdop62bg,,,Play Your Cards Right,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4105AV,4105AV-VIF-ENG,KAL,1_te32mowt,,,Do Your Homework,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4106AV,4106AV-VIF-ENG,KAL,1_w1as1u93,,,Attitude Adjustment,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4107AV,4107AV-VIF-ENG,KAL,1_sng0kx6z,,,Manager as Decision Maker,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4108AV,4108AV-VIF-ENG,KAL,1_47fhkppp,,,Feedback Sparks Growth,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4109AV,4109AV-VIF-ENG,KAL,1_0j75sb3n,,,Be Aware of Your Biases,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4110AV,4110AV-VIF-ENG,KAL,1_xo06tdmf,,,Cumulative Conversations,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4111AV,4111AV-VIF-ENG,KAL,1_mga5wkbc,,,Take Risks,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4112AV,4112AV-VIF-ENG,KAL,1_21jzgr8a,,,Driven by a Purpose,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4113AV,4113AV-VIF-ENG,KAL,1_b2ym45jo,,,Mission and Objectives,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4114AV,4114AV-VIF-ENG,KAL,1_9z6vjjb0,,,The Power of Inquiry,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4116AV,4116AV-VIF-ENG,KAL,1_rkeboibp,,,High-Impact Story Telling,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4117AV,4117AV-VIF-ENG,KAL,1_tglm3fj0,,,Framing the Big Picture,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4118AV,4118AV-VIF-ENG,KAL,1_oemhdzov,,,Tap the Power of Visuals,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4119AV,4119AV-VIF-ENG,KAL,1_pj1xqz4f,,,Body Language,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4120AV,4120AV-VIF-ENG,KAL,1_oonq9nt1,,,The Invisible Audience,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4121AV,4121AV-VIF-ENG,KAL,1_vdn9apzh,,,5-Plus-1 Slide Strategy,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4122AV,4122AV-VIF-ENG,KAL,1_j3uiuzky,,,Haste Makes Waste,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4123AV,4123AV-VIF-ENG,KAL,1_buuf40cp,,,Simplicity,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4124AV,4124AV-VIF-ENG,KAL,1_rmzc6ywb,,,Fixing Potholes,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4125AV,4125AV-VIF-ENG,KAL,1_7ypgeyz4,,,Define Success Upfront,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4127AV,4127AV-VIF-ENG,KAL,1_o7b4aday,,,The Equation for Change,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4128AV,4128AV-VIF-ENG,KAL,1_nx7irfo3,,,Choose the Right People,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4129AV,4129AV-VIF-ENG,KAL,1_6d6x6f3h,,,What Employees Value,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4130AV,4130AV-VIF-ENG,KAL,1_1ka34e7y,,,The Stay Interview,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4131AV,4131AV-VIF-ENG,KAL,1_6df5t49e,,,Love What You Do,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4132AV,4132AV-VIF-ENG,KAL,1_qxvq562f,,,Express Gratitude,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4133AV,4133AV-VIF-ENG,KAL,1_aes3xyth,,,Share the Vision,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4134AV,4134AV-VIF-ENG,KAL,1_0iyidset,,,Business Choices,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4135AV,4135AV-VIF-ENG,KAL,1_g9d0g4fy,,,Operation One Voice,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4136AV,4136AV-VIF-ENG,KAL,1_95cc00ig,,,Values in Action,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4137AV,4137AV-VIF-ENG,KAL,1_8614zbr9,,,Think Ahead,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4138AV,4138AV-VIF-ENG,KAL,1_95ygcmh3,,,Adapt Your Strategy,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4139AV,4139AV-VIF-ENG,KAL,1_119snhft,,,Performance Objectives,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4140AV,4140AV-VIF-ENG,KAL,1_8un0mwhg,,,Dynamic Strategy,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4141AV,4141AV-VIF-ENG,KAL,1_rq3fm8ls,,,Core Purpose,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4142AV,4142AV-VIF-ENG,KAL,1_5s8jlcn2,,,The Vicious Stress Cycle,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4143AV,4143AV-VIF-ENG,KAL,1_vncz97xl,,,Chop Goals Down to Size,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4144AV,4144AV-VIF-ENG,KAL,1_6hq6qb2w,,,Take Time to Disconnect,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4145AV,4145AV-VIF-ENG,KAL,1_elis6i7n,,,Not Another Flowchart,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4146AV,4146AV-VIF-ENG,KAL,1_bj064pmw,,,Surviving Mt. Everest,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4147AV,4147AV-VIF-ENG,KAL,1_7x9l2ta7,,,Do Actions Speak Louder Than Words,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4148AV,4148AV-VIF-ENG,KAL,1_6syqgwpv,,,Transparency,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4149AV,4149AV-VIF-ENG,KAL,1_j2csqs2a,,,Seek Feedback,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4150AV,4150AV-VIF-ENG,KAL,1_gb2s8cc9,,,Generation Gaps,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4151AV,4151AV-VIF-ENG,KAL,1_xr86xsfe,,,On the Line,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4152AV,4152AV-VIF-ENG,KAL,1_n4nv91e6,,,Priorities,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4153AV,4153AV-VIF-ENG,KAL,1_yqidjyfq,,,Productivity,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4154AV,4154AV-VIF-ENG,KAL,1_1nbyltgx,,,Dinner At Six,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4155AV,4155AV-VIF-ENG,KAL,1_ff8vc4wx,,,Coaching Across Cultures,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4156AV,4156AV-VIF-ENG,KAL,1_kenrcwiy,,,When Technology Fails You,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4157AV,4157AV-VIF-ENG,KAL,1_u2fjbdbr,,,Inconvenience Everyone Equally,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4158AV,4158AV-VIF-ENG,KAL,1_5va3qw2r,,,Central Intelligence,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4159AV,4159AV-VIF-ENG,KAL,1_tvhsm1qy,,,Find Your Voice,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4160AV,4160AV-VIF-ENG,KAL,1_oxyj59sv,,,High-Impact E-mail,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4161AV,4161AV-VIF-ENG,KAL,1_szclo5q8,,,Writing for Strategic Advantage,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4162AV,4162AV-VIF-ENG,KAL,1_wmogaqxg,,,Customer Service Via Email,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4169AV,4169AV-VIF-ENG,KAL,0_ffni4epp,,,"The ""Should"" Self",Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4170AV,4170AV-VIF-ENG,KAL,0_t0ijq8pb,,,Blind Spots,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4171AV,4171AV-VIF-ENG,KAL,0_9uvtdveo,,,Ethical Fading,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4172AV,4172AV-VIF-ENG,KAL,0_g0an9f64,,,Overclaiming Credit,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4173AV,4173AV-VIF-ENG,KAL,1_5cj4wb2y,,,Aligning Strategy and Sales,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4174AV,4174AV-VIF-ENG,KAL,1_a95c64ev,,,Crafting the Luxury Experience,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4175AV,4175AV-VIF-ENG,KAL,0_beho3jge,,,Open Door Communication,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4176AV,4176AV-VIF-ENG,KAL,0_4akiekso,,,What Stores Can Teach Companies,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4177AV,4177AV-VIF-ENG,KAL,1_uldaccjc,,,Hire for Personality,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4178AV,4178AV-VIF-ENG,KAL,0_mevt2y8c,,,Valuable Experience,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4179AV,4179AV-VIF-ENG,KAL,1_gfy1v7l0,,,Get Your Employees Engaged,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4180AV,4180AV-VIF-ENG,KAL,0_3ll6fs0w,,,Expanding into New Geographies,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4181AV,4181AV-VIF-ENG,KAL,0_68yzk0mr,,,Own Your Development,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4182AV,4182AV-VIF-ENG,KAL,0_tgi5xub3,,,How Can I Help?,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4183AV,4183AV-VIF-ENG,KAL,0_3gqyix6g,,,Contributions of Significance,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4188AV,4188AV-VIF-ENG,KAL,1_xs8xbqrc,,,Respond to Blame Successfully,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
4189AV,4189AV-VIF-ENG,KAL,1_k79zr6on,,,Create Your User's Manual,Harvard Business School Publishing - Corporate Learning,Limited Eligibility,218,Harvard Business Impact
